iter	RMSE
329	0.5197357628
330	0.5197328599
331	0.5197311922
332	0.5197277131
333	0.5197251003
334	0.519720684
335	0.5197162587
336	0.5197119452
337	0.5197095109
338	0.5197058336
339	0.5197034779
340	0.5196995834
341	0.51969512
342	0.5196922988
343	0.519689879
344	0.5196862936
345	0.5196827522
346	0.5196802884
347	0.5196772053
348	0.5196749914
349	0.5196718285
350	0.5196697753
351	0.5196651402
352	0.5196619058
353	0.5196592242
354	0.5196558771
355	0.5196532962
356	0.5196510496
357	0.5196498189
358	0.5196472247
359	0.5196446915
360	0.5196412172
361	0.5196395152
362	0.5196373275
363	0.5196355827
364	0.5196338402
365	0.5196311112
366	0.5196287963
367	0.5196256519
368	0.5196235558
369	0.5196220847
370	0.519618761
371	0.5196164921
372	0.5196122632
373	0.519609486
374	0.5196078037
375	0.519605413
376	0.5196025931
377	0.5196003829
378	0.5195971231
379	0.5195938481
380	0.5195924562
381	0.5195905592
382	0.5195887253
383	0.519586313
384	0.5195850323
385	0.5195836547
386	0.5195810194
387	0.5195789749
388	0.5195775263
389	0.5195757828
390	0.5195741131
391	0.519572699
392	0.5195704164
393	0.5195703046
394	0.5195686978
395	0.5195658585
396	0.5195639386
397	0.5195618866
398	0.5195601125
399	0.5195571782
400	0.5195558458
401	0.5195543782
402	0.5195525991
403	0.5195506763
404	0.5195486532
405	0.5195471042
406	0.5195451849
407	0.5195437542
408	0.5195426477
409	0.5195412729
410	0.5195392883
411	0.5195370547
412	0.5195356584
413	0.5195343271
414	0.5195323022
415	0.519530445
416	0.5195286537
417	0.5195272424
418	0.5195259382
419	0.519524867
420	0.5195240309
421	0.519522548
422	0.5195210669
423	0.5195199888
424	0.5195185154
425	0.5195163029
426	0.5195129638
427	0.5195120323
428	0.519509934
429	0.5195078213
430	0.5195066914
431	0.5195057184
432	0.5195051883
433	0.5195038723
434	0.5195014699
435	0.5195000538
436	0.519499062
437	0.5194980316
438	0.5194966488
439	0.5194953754
440	0.5194945064
441	0.5194944055
442	0.5194929527
443	0.5194919758
444	0.5194909374
445	0.5194891348
446	0.5194875125
447	0.5194861509
448	0.5194850456
449	0.5194833268
450	0.5194826529
451	0.5194818333
452	0.5194794905
453	0.519478656
454	0.5194771185
455	0.5194758472
456	0.5194751354
457	0.5194737728
458	0.5194725432
459	0.5194718657
460	0.5194713904
461	0.519470479
462	0.5194684413
463	0.5194674226
464	0.51946614
465	0.5194646666
466	0.5194640328
467	0.5194629157
468	0.519462256
469	0.519461611
470	0.5194609561
471	0.5194574176
472	0.5194562043
473	0.5194556154
474	0.5194545564
475	0.5194537095
476	0.5194526295
477	0.5194515945
478	0.5194509721
479	0.5194500195
480	0.5194489262
481	0.5194486308
482	0.5194474038
483	0.5194469244
484	0.5194454865
485	0.5194438981
486	0.5194421468
487	0.5194412585
488	0.5194402131
489	0.5194395317
490	0.5194385367
491	0.5194376343
492	0.5194364972
493	0.5194354055
494	0.5194345352
495	0.5194336382
496	0.5194319732
497	0.51943105
498	0.5194302573
499	0.5194294747
500	0.5194275948
501	0.5194260673
502	0.5194247289
503	0.5194240845
504	0.5194226575
505	0.5194213535
506	0.5194203751
507	0.5194196686
508	0.5194182576
509	0.5194173118
510	0.5194153759
511	0.5194135084
512	0.5194121513
513	0.5194112998
514	0.5194099344
515	0.5194093088
516	0.5194081351
517	0.5194068227
518	0.519405891
519	0.5194052069
520	0.5194025176
521	0.5194018615
522	0.5194012734
523	0.5193994218
524	0.5193985729
525	0.519397676
526	0.5193964413
527	0.5193949436
528	0.519393149
529	0.5193909971
530	0.5193887612
531	0.5193878581
532	0.5193858722
533	0.5193851589
534	0.519384089
535	0.5193834174
536	0.5193819077
537	0.5193804514
538	0.5193795197
539	0.5193782269
540	0.5193770002
541	0.5193761491
542	0.5193751149
543	0.5193744337
544	0.5193735719
545	0.5193722044
546	0.5193715691
547	0.5193703479
548	0.5193694384
549	0.5193688099
550	0.5193681923
551	0.5193671592
552	0.5193662424
553	0.5193657122
554	0.519364444
555	0.5193635728
556	0.5193614269
557	0.5193595226
558	0.5193588496
559	0.5193584962
560	0.519358087
561	0.5193575763
562	0.519355793
563	0.5193549546
564	0.5193541493
565	0.5193525276
566	0.5193515677
567	0.5193494973
568	0.5193488862
569	0.5193484073
570	0.519347921
571	0.5193470901
572	0.5193463102
573	0.5193460043
574	0.5193451617
575	0.5193444657
576	0.5193439092
577	0.5193433034
578	0.5193423267
579	0.5193415818
580	0.5193405812
581	0.5193392544
582	0.5193385615
583	0.519337854
584	0.5193365687
585	0.5193361283
586	0.5193347328
587	0.5193335411
588	0.5193322687
589	0.5193314991
590	0.5193306066
591	0.5193301584
592	0.5193292316
593	0.5193276426
594	0.5193264503
595	0.5193253793
596	0.5193245327
597	0.5193240363
598	0.5193236455
599	0.5193231616
600	0.5193220797
601	0.5193211319
602	0.51932029
603	0.5193187255
604	0.5193177178
605	0.5193173274
606	0.5193165446
607	0.5193152264
608	0.5193141097
609	0.5193134217
610	0.5193125013
611	0.5193116492
612	0.5193104761
613	0.5193097607
614	0.5193085164
615	0.5193076591
616	0.5193069898
617	0.519306324
618	0.5193057306
619	0.5193049527
620	0.5193043464
621	0.519303305
622	0.5193019468
623	0.5193010422
624	0.5192999805
625	0.5192992026
626	0.519298088
627	0.5192972407
628	0.5192960602
629	0.5192935097
630	0.5192924223
631	0.5192918962
632	0.5192906815
633	0.5192900824
634	0.5192897467
635	0.5192889654
636	0.5192883246
637	0.5192875763
638	0.5192867353
639	0.5192863444
640	0.5192859176
641	0.5192835782
642	0.5192819078
643	0.5192802171
644	0.5192786022
645	0.5192782851
646	0.5192771276
647	0.5192760784
648	0.5192732676
649	0.5192715331
650	0.519271028
651	0.5192700266
652	0.5192690993
653	0.5192674122
654	0.5192666784
655	0.5192662448
656	0.5192652546
657	0.5192641511
658	0.5192635464
659	0.5192627061
660	0.5192609353
661	0.5192580821
662	0.5192570809
663	0.5192563224
664	0.5192545667
665	0.5192537675
666	0.5192522452
667	0.5192508701
668	0.5192504877
669	0.5192499592
670	0.5192491397
671	0.5192480645
672	0.5192464635
673	0.5192454207
674	0.5192444849
675	0.5192434456
676	0.5192427861
677	0.5192421134
678	0.5192411434
679	0.5192400514
680	0.5192388315
681	0.5192379433
682	0.5192376118
683	0.5192369627
684	0.5192364564
685	0.5192357798
686	0.5192349053
687	0.5192345232
688	0.5192329418
689	0.519232206
690	0.5192315863
691	0.5192304541
692	0.519230102
693	0.5192294588
694	0.5192280114
695	0.5192270158
696	0.5192260366
697	0.5192254446
698	0.5192243354
699	0.5192234568
700	0.519223072
701	0.5192220155
702	0.5192210298
703	0.5192201063
704	0.5192183294
705	0.51921642
706	0.5192151036
707	0.51921397
708	0.5192130464
709	0.5192122651
710	0.5192107032
711	0.5192099983
712	0.5192093995
713	0.5192086703
714	0.5192068201
715	0.519205872
716	0.5192054188
717	0.5192048632
718	0.5192041152
719	0.519203497
720	0.5192029764
721	0.519200808
722	0.5191999971
723	0.5191994078
724	0.5191985435
725	0.519197582
726	0.5191969361
727	0.5191964029
728	0.5191960548
729	0.5191949947
730	0.5191939414
731	0.5191927262
732	0.5191915844
733	0.5191909175
734	0.5191901582
735	0.5191886665
736	0.5191879856
737	0.5191872453
738	0.5191861276
739	0.5191852206
740	0.5191847246
741	0.5191841918
742	0.5191828429
743	0.5191822293
744	0.5191804514
745	0.5191796741
746	0.5191792881
747	0.5191789051
748	0.5191782321
749	0.5191775714
750	0.519176954
751	0.5191761591
752	0.5191750566
753	0.5191740968
754	0.5191733542
755	0.5191727153
756	0.5191720228
757	0.519171634
758	0.5191711935
759	0.5191703839
760	0.5191697459
761	0.5191689743
762	0.5191684806
763	0.5191674439
764	0.5191670428
765	0.5191663787
766	0.5191656223
767	0.5191640727
768	0.5191635864
769	0.5191629684
770	0.5191619312
771	0.5191612724
772	0.5191604197
773	0.5191595984
774	0.5191591027
775	0.5191572509
776	0.5191560546
777	0.5191553134
778	0.5191549246
779	0.5191544097
780	0.5191531392
781	0.519152607
782	0.5191520622
783	0.5191516241
784	0.5191510046
785	0.5191493223
786	0.5191483141
787	0.5191476967
788	0.51914712
789	0.5191464124
790	0.5191457502
791	0.5191449059
792	0.5191435954
793	0.5191429098
794	0.5191413482
795	0.5191404133
796	0.5191392607
797	0.5191386488
798	0.5191376143
799	0.5191366639
800	0.5191360094
801	0.5191350886
802	0.5191345524
803	0.5191338699
804	0.5191332137
805	0.5191325704
806	0.5191320283
807	0.5191313746
808	0.519130863
809	0.5191302425
810	0.5191289929
811	0.5191281059
812	0.5191274955
813	0.5191269296
814	0.519125338
815	0.5191246003
816	0.5191238636
817	0.5191232519
818	0.5191221547
819	0.5191208794
820	0.5191196682
821	0.5191183383
822	0.5191173062
823	0.5191156808
824	0.519114773
825	0.5191137805
826	0.519113316
827	0.5191129378
828	0.5191114223
829	0.5191109963
830	0.519110536
831	0.5191097577
832	0.51910915
833	0.5191089079
834	0.5191082768
835	0.519107342
836	0.5191064759
837	0.5191059119
838	0.5191057474
839	0.5191050766
840	0.5191044309
841	0.5191040921
842	0.5191028782
843	0.5191019969
844	0.519101644
845	0.5191007271
846	0.5190997912
847	0.5190991372
848	0.5190980153
849	0.5190969475
850	0.5190958416
851	0.5190952813
852	0.5190948736
853	0.5190938843
854	0.5190933813
855	0.5190926881
856	0.5190917102
857	0.519091069
858	0.5190904687
859	0.5190901137
860	0.5190896856
861	0.5190892964
862	0.5190880053
863	0.5190858719
864	0.5190856946
865	0.5190850577
866	0.5190845115
867	0.5190836912
868	0.5190832466
869	0.5190828305
870	0.5190819279
871	0.5190815872
872	0.5190809825
873	0.5190803184
874	0.5190796682
875	0.5190787593
876	0.5190782513
877	0.5190770134
878	0.5190764122
879	0.5190760256
880	0.5190753335
881	0.5190746367
882	0.5190743953
883	0.5190740233
884	0.5190738626
885	0.5190734676
886	0.5190730125
887	0.5190727878
888	0.519072289
889	0.5190718608
890	0.5190715569
891	0.5190710831
892	0.51907072
893	0.5190696496
894	0.5190693771
895	0.5190689188
896	0.5190680931
897	0.5190674173
898	0.5190669102
899	0.5190661491
900	0.5190657632
901	0.5190646709
902	0.5190638057
903	0.5190632053
904	0.519062767
905	0.5190624176
906	0.5190618479
907	0.5190614746
908	0.5190612249
909	0.5190610219
910	0.5190605444
911	0.519060111
912	0.5190595868
913	0.519059089
914	0.5190585579
915	0.519058213
916	0.5190571159
917	0.5190561812
918	0.5190556859
919	0.5190553529
920	0.5190550774
921	0.5190548611
922	0.5190541981
923	0.519053852
924	0.5190535002
925	0.519052001
926	0.5190516076
927	0.5190507461
928	0.5190500799
929	0.5190491597
930	0.5190488455
931	0.5190483221
932	0.5190474973
933	0.5190466252
934	0.5190456995
935	0.519045541
936	0.5190447323
937	0.5190441743
938	0.5190437607
939	0.5190433145
940	0.5190428828
941	0.5190423217
942	0.5190415907
943	0.5190412236
944	0.5190408532
945	0.5190402532
946	0.5190400324
947	0.5190397753
948	0.51903855
949	0.5190381042
950	0.519037746
951	0.5190373582
952	0.5190370196
953	0.5190363973
954	0.5190359969
955	0.5190357531
956	0.5190352764
957	0.5190345458
958	0.5190335474
959	0.5190330855
960	0.5190324003
961	0.5190321221
962	0.5190318085
963	0.519031303
964	0.5190309561
965	0.5190303557
966	0.5190301132
967	0.5190298924
968	0.5190297617
969	0.5190277914
970	0.5190273682
971	0.5190270416
972	0.5190267039
973	0.5190258187
974	0.5190248089
975	0.5190237946
976	0.5190231318
977	0.5190227781
978	0.519022578
979	0.5190220854
980	0.5190217296
981	0.5190214115
982	0.5190205796
983	0.5190202447
984	0.51901977
985	0.5190193703
986	0.5190189711
987	0.5190186979
988	0.5190183138
989	0.5190178541
990	0.5190177124
991	0.5190173863
992	0.5190169026
993	0.5190167449
994	0.5190156599
995	0.5190152599
996	0.5190150804
997	0.5190139193
998	0.5190134962
999	0.5190119227
